,INSIGHT : CUSTOMER PROMOTION DATASET BASED ON LAST PURCHASE,,,,,,,,,,,,,,,,,
12701,4,104,1648.70,412.18,0.04,0.1,578.63,A,600.56,0.98,28-06-2010 13:44,WRAP CIRCUS PARADE,165,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12703,3,51,722.98,240.99,0.06,0.1,517.43,B,579.09,0,16-03-2010 13:22,POSTAGE,269,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12705,5,150,4893.81,978.76,0.03,0.1,1190.83,A,1526.94,1,21-11-2010 13:59,WOODLAND DESIGN  COTTON TOTE BAG,19,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12708,9,353,2601.19,289.02,0.03,0.1,268.96,C,150.20,1,06-12-2010 10:43,RED RETROSPOT CUP,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12709,20,363,21356.82,1067.84,0.06,0.1,2147.45,A,2801.59,1,08-12-2010 09:49,RED KITCHEN SCALES,2,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12711,2,65,1339.05,669.53,0.03,0.1,751.93,A,893.14,0,07-04-2010 11:59,"ELEPHANT, BIRTHDAY CARD, ",247,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12712,10,365,2797.53,279.75,0.03,0.1,279.75,C,148.34,1,09-12-2010 11:39,PINK PADDED MOBILE,1,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12714,7,347,9384.85,1340.69,0.02,0.1,987.17,A,2103.68,1,16-11-2010 18:10,LUNCH BAG SUKI  DESIGN ,24,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12720,6,137,2478.94,413.16,0.04,0.1,660.45,A,673.38,1,05-12-2010 15:21,JUMBO BAG WOODLAND ANIMALS,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12721,2,86,1356.95,678.48,0.02,0.1,575.91,A,809.84,0,19-11-2010 15:13,WRAP COWBOYS  ,21,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12724,3,151,1286.11,428.70,0.02,0.1,310.88,B,379.32,1,21-11-2010 13:26,ASSORTED COLOUR MINI CASES,19,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12725,4,213,2266.76,566.69,0.02,0.1,388.44,B,586.26,1,03-12-2010 15:45,ROSE SCENT CANDLE JEWELLED DRAWER,7,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12726,4,237,1405.50,351.38,0.02,0.1,216.46,C,194.59,1,17-11-2010 16:59,SET OF 9 HEART SHAPED BALLOONS,23,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12727,3,212,1698.83,566.28,0.01,0.1,292.49,B,508.81,1,23-09-2010 10:45,VINTAGE CREAM 3 BASKET CAKE STAND,78,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12731,5,205,6879.80,1375.96,0.02,0.1,1224.94,A,2097.85,1,23-09-2010 15:12,LARGE HEART MEASURING SPOONS,78,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12733,3,300,2040.92,680.31,0.01,0.1,248.31,C,609.75,1,15-11-2010 13:56,GUMBALL COAT RACK,25,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12734,2,17,529.25,264.63,0.12,0.1,1136.33,A,1330.52,0,30-11-2010 11:05,TEA TIME KITCHEN APRON,10,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12739,2,8,1713.69,856.85,0.25,0.1,7818.71,A,3803.82,0,19-11-2010 09:42,Manual,21,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12741,2,3,406.07,203.04,0.67,0.1,4940.52,A,7770.54,0,28-06-2010 14:36,POSTAGE,165,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12744,4,131,4037.77,1009.44,0.03,0.1,1125.03,A,1496.59,1,06-09-2010 10:24,RECIPE BOX PANTRY YELLOW DESIGN,95,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12745,3,195,925.41,308.47,0.02,0.1,173.22,C,118.65,1,10-08-2010 10:14,SET OF 36 PAISLEY FLOWER DOILIES,122,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12747,16,363,5080.53,317.53,0.04,0.1,510.85,B,441.39,1,05-12-2010 15:38,GREEN JUICY FRUIT PHOTO FRAME,5,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12748,144,369,22879.66,158.89,0.39,0.1,2263.16,A,2772.55,0.98,09-12-2010 13:22,DOORMAT ENGLISH ROSE ,1,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12749,4,121,2806.48,701.62,0.03,0.1,846.58,A,1014.82,1,05-11-2010 13:56,BREAD BIN DINER STYLE RED ,35,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12755,10,327,5218.71,521.87,0.03,0.1,582.52,A,721.86,1,09-12-2010 10:44,ROUND SNACK BOXES SET OF 4 FRUITS ,1,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12758,5,278,7111.65,1422.33,0.02,0.1,933.72,A,2076.96,1,06-09-2010 13:02,LUNCH BAG PINK RETROSPOT,95,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12759,5,349,3489.30,697.86,0.01,0.1,364.93,B,736.96,1,18-11-2010 19:14,CHRISTMAS GINGHAM HEART,22,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12761,2,7,782.95,391.48,0.29,0.1,4082.53,A,3524.52,0,08-09-2010 12:17,Manual,93,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12765,6,169,1404.58,234.10,0.04,0.1,303.36,B,234.78,1,24-08-2010 13:51,ENVELOPE 50 CURIOUS IMAGES,108,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12766,3,41,3078.65,1026.22,0.07,0.1,2740.75,A,2004.78,0,08-12-2010 13:53,PLASTERS IN TIN VINTAGE PAISLEY ,2,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12775,2,21,300.08,150.04,0.10,0.1,521.57,B,889.21,0,16-11-2010 15:14,ZINC WILLIE WINKIE  CANDLE STICK,24,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12778,3,206,953.45,317.82,0.01,0.1,168.94,C,119.85,1,08-11-2010 10:51,CHARLIE AND LOLA FIGURES TINS,32,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12779,7,365,2740.91,391.56,0.02,0.1,274.09,C,267.58,1,03-12-2010 13:40,CERAMIC CAKE DESIGN SPOTTED MUG,7,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12782,6,144,2287.32,381.22,0.04,0.1,579.77,A,586.97,1,30-11-2010 11:37,COSMETIC BAG VINTAGE ROSE PAISLEY,10,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12785,2,195,788.45,394.23,0.01,0.1,147.58,D,186.10,1,22-06-2010 12:16,JUMBO SHOPPER VINTAGE RED PAISLEY,171,D,Low,1,WINBACK,Reactivate: 20% comeback code
12788,4,65,444.90,111.23,0.06,0.1,249.83,C,385.05,0,02-09-2010 14:21,LUNCH BOX WITH CUTLERY RETROSPOT ,99,C,Medium,0,CROSS_SELL,Add complementary product recommendation
12789,2,181,181.50,90.75,0.01,0.1,36.60,D,-258.76,1,15-07-2010 12:43,POSTAGE,148,D,Low,1,WINBACK,Reactivate: 20% comeback code
12791,6,250,863.51,143.92,0.02,0.1,126.07,D,-96.41,1,01-12-2010 11:27,POSTAGE,9,D,Low,1,WINBACK,Reactivate: 20% comeback code
12793,2,30,471.85,235.93,0.07,0.1,574.08,A,676.25,0,03-12-2010 15:14,LUNCH BAG CARS BLUE,7,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12797,2,58,552.08,276.04,0.03,0.1,347.43,B,344.27,0,09-12-2010 10:55,WOODEN BOX OF DOMINOES,1,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12800,3,206,584.25,194.75,0.01,0.1,103.52,D,-76.30,1,26-08-2010 14:11,IVORY LOVE BIRD CANDLE,106,D,Low,1,WINBACK,Reactivate: 20% comeback code
12802,6,121,1988.84,331.47,0.05,0.1,599.94,A,598.08,0.99,23-09-2010 10:23,Manual,78,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12804,2,34,327.02,163.51,0.06,0.1,351.07,B,471.96,0,31-08-2010 11:58,LIPSTICK PEN RED,101,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12805,4,293,1434.95,358.74,0.01,0.1,178.76,C,148.54,1,23-11-2010 12:27,FRENCH BLUE METAL DOOR SIGN 8,17,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12806,4,153,2878.96,719.74,0.03,0.1,686.81,A,951.51,1,30-09-2010 13:34,POSTAGE,71,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12808,3,94,422.45,140.82,0.03,0.1,164.04,C,84.10,1,06-12-2010 10:27,JUMBO STORAGE BAG SUKI,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12809,2,81,1266.63,633.32,0.02,0.1,570.77,A,760.35,0.01,23-05-2010 11:08,RED RETROSPOT STORAGE JAR,201,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12810,2,142,534.99,267.50,0.01,0.1,137.52,D,58.76,1,23-06-2010 10:53,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,170,D,Low,1,WINBACK,Reactivate: 20% comeback code
12811,2,48,519.05,259.53,0.04,0.1,394.69,B,408.27,0,26-11-2010 09:49,LUNCH BAG DOLLY GIRL DESIGN,14,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12813,3,191,1687.80,562.60,0.02,0.1,322.54,B,528.96,1,26-07-2010 09:50,CHRISTMAS RETROSPOT ANGEL WOOD,137,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12817,2,34,524.94,262.47,0.06,0.1,563.54,B,621.73,0,05-11-2010 08:28,VINTAGE HEADS AND TAILS CARD GAME ,35,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12820,7,337,1747.18,249.60,0.02,0.1,189.23,C,24.64,1,07-11-2010 14:26,CHRISTMAS LIGHTS 10 REINDEER,33,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12823,13,284,4742.00,364.77,0.05,0.1,609.45,A,596.79,1,10-11-2010 12:22,DOORMAT UNION FLAG,30,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12825,2,120,518.63,259.32,0.02,0.1,157.75,C,84.95,1,06-07-2010 13:56,TEA TIME TABLE CLOTH,157,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12826,6,356,1481.03,246.84,0.02,0.1,151.85,D,-30.42,1,09-12-2010 15:21,WHITE SKULL HOT WATER BOTTLE ,1,D,Low,1,WINBACK,Reactivate: 20% comeback code
12835,41,308,6043.31,147.40,0.13,0.1,716.17,A,781.36,1,08-10-2010 10:59,DOORMAT FAIRY CAKE,63,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12836,11,349,3972.76,361.16,0.03,0.1,415.49,B,384.20,1,15-11-2010 16:22,FRENCH BLUE METAL DOOR SIGN 2,25,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12838,9,219,2715.35,301.71,0.04,0.1,452.56,B,409.93,1,01-12-2010 11:57,PACK OF 12 LONDON TISSUES ,9,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12839,13,365,4480.31,344.64,0.04,0.1,448.03,B,398.79,1,07-12-2010 15:48,SET OF 6 FUNKY BEAKERS,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12840,3,237,1315.20,438.40,0.01,0.1,202.55,C,278.31,1,28-09-2010 17:58,SPACEBOY LUNCH BOX ,73,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12841,17,149,3518.33,206.96,0.11,0.1,861.87,A,1051.89,1,05-12-2010 12:15,NOVELTY BISCUITS CAKE STAND 3 TIER,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12842,2,333,799.00,399.50,0.01,0.1,87.58,D,94.22,1,31-10-2010 10:45,6 RIBBONS RUSTIC CHARM,40,D,Low,1,WINBACK,Reactivate: 20% comeback code
12843,22,344,4886.15,222.10,0.06,0.1,518.44,B,399.25,1,22-11-2010 13:31,BROCANTE SHELF WITH HOOKS,18,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12844,2,151,322.64,161.32,0.01,0.1,77.99,D,-115.13,1,23-09-2010 16:23,PACK OF 20 NAPKINS PANTRY DESIGN,78,D,Low,1,WINBACK,Reactivate: 20% comeback code
12849,4,209,2039.67,509.92,0.02,0.1,356.21,B,496.91,1,23-11-2010 11:41,CHRISTMAS GINGHAM STAR,17,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12853,5,245,1950.40,390.08,0.02,0.1,290.57,C,306.43,1,08-10-2010 14:51,FELTCRAFT PRINCESS LOLA DOLL,63,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12854,4,167,1669.52,417.38,0.02,0.1,364.90,B,414.23,1,27-05-2010 16:54,WHITE HANGING HEART T-LIGHT HOLDER,197,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12855,4,29,612.84,153.21,0.14,0.1,771.33,A,1376.57,0,02-12-2010 09:37,JAM JAR WITH PINK LID,8,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12857,4,247,2581.60,645.40,0.02,0.1,381.49,B,675.14,1,29-09-2010 16:49,RED KITCHEN SCALES,72,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12862,2,69,1008.32,504.16,0.03,0.1,533.39,B,620.22,0,10-10-2010 11:47,CLAM SHELL LARGE,61,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12863,5,210,2271.35,454.27,0.02,0.1,394.78,B,472.01,1,25-11-2010 17:47,MINI CAKE STAND WITH HANGING CAKES,15,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12865,2,98,1755.24,877.62,0.02,0.1,653.74,A,1073.09,0.96,26-11-2010 15:37,RED SPOTTY BISCUIT TIN,14,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12866,2,28,668.23,334.12,0.07,0.1,871.09,A,882.19,0,22-08-2010 15:48,WEEKEND BAG VINTAGE ROSE PAISLEY,110,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12867,6,325,3876.47,646.08,0.02,0.1,435.36,B,732.34,1,07-11-2010 15:31,60 CAKE CASES DOLLY GIRL DESIGN,33,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12868,3,19,640.00,213.33,0.16,0.1,1229.47,A,1724.47,0,01-12-2010 12:50,HOMEMADE JAM SCENTED CANDLES,9,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12870,3,248,1676.95,558.98,0.01,0.1,246.81,C,459.89,1,29-11-2010 13:42,GINGERBREAD MAN COOKIE CUTTER,11,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12872,11,370,3085.52,280.50,0.03,0.1,304.38,B,175.02,1,09-12-2010 14:44,HAND WARMER BABUSHKA DESIGN,1,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12873,2,284,1653.30,826.65,0.01,0.1,212.48,C,770.54,1,07-11-2010 11:15,HOME BUILDING BLOCK WORD,33,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12874,2,169,948.42,474.21,0.01,0.1,204.84,C,335.21,1,19-11-2010 15:23,WOODLAND  STICKERS,21,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12875,3,226,1013.76,337.92,0.01,0.1,163.73,C,129.42,1,25-08-2010 14:35,BUDDHA INCENSE HOLDER ASSORTED,107,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12876,2,195,1863.77,931.89,0.01,0.1,348.86,B,999.84,1,10-11-2010 12:21,PACK OF 60 MUSHROOM CAKE CASES,30,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12877,8,289,1419.40,177.43,0.03,0.1,179.27,C,-23.43,1,03-11-2010 13:53,CHARLOTTE BAG DOLLY GIRL DESIGN,37,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12880,2,192,640.13,320.07,0.01,0.1,121.69,D,76.84,1,23-11-2010 10:50,RETROSPOT TEA SET CERAMIC 11 PC ,17,D,Low,1,WINBACK,Reactivate: 20% comeback code
12889,4,121,385.46,96.37,0.03,0.1,116.28,D,1.51,1,23-11-2010 16:08,CHRISTMAS LIGHTS 10 REINDEER,17,D,Low,1,WINBACK,Reactivate: 20% comeback code
12891,8,201,509.50,63.69,0.04,0.1,92.52,D,-74.85,1,07-09-2010 15:31,RED SPOTS  WRAP ,94,D,Low,1,WINBACK,Reactivate: 20% comeback code
12897,2,162,297.75,148.88,0.01,0.1,67.09,D,-148.59,1,23-11-2010 13:29,CHRISTMAS CRAFT WHITE FAIRY ,17,D,Low,1,WINBACK,Reactivate: 20% comeback code
12898,2,195,310.96,155.48,0.01,0.1,58.21,D,-175.23,1,02-09-2010 08:08,ANTIQUE GLASS PLACE SETTING,99,D,Low,1,WINBACK,Reactivate: 20% comeback code
12905,2,105,1018.42,509.21,0.02,0.1,354.02,B,496.83,1,12-05-2010 10:05,PINK VINTAGE PAISLEY PICNIC BAG,212,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12907,2,98,508.91,254.46,0.02,0.1,189.54,C,129.94,1,09-11-2010 12:08,RED HANGING HEART T-LIGHT HOLDER,31,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12908,3,249,1026.00,342.00,0.01,0.1,150.40,D,113.12,1,24-11-2010 09:29,ASSORTED COLOURS SILK FAN,16,D,Low,1,WINBACK,Reactivate: 20% comeback code
12909,3,228,924.52,308.17,0.01,0.1,148.00,D,79.91,1,11-10-2010 09:44,JUMBO BAG RED RETROSPOT,60,D,Low,1,WINBACK,Reactivate: 20% comeback code
12910,5,241,2721.48,544.30,0.02,0.1,412.17,B,582.47,1,25-11-2010 12:27,RED  HARMONICA IN BOX ,15,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12913,9,370,4217.23,468.58,0.02,0.1,416.02,B,502.96,1,06-12-2010 16:36,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12915,3,216,811.10,270.37,0.01,0.1,137.06,D,32.63,1,02-12-2010 12:33,CHARLIE AND LOLA TABLE TINS,8,D,Low,1,WINBACK,Reactivate: 20% comeback code
12916,3,242,1647.87,549.29,0.01,0.1,248.54,C,450.16,1,23-09-2010 11:57,WHITE WOOD GARDEN PLANT LADDER,78,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12917,5,330,3765.20,753.04,0.02,0.1,416.45,B,850.37,1,04-11-2010 15:56,AIRLINE BAG VINTAGE JET SET RED,36,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12920,3,153,323.86,107.95,0.02,0.1,77.26,D,-135.71,1,17-05-2010 12:57,GREEN FERN JOURNAL ,207,D,Low,1,WINBACK,Reactivate: 20% comeback code
12921,39,371,19333.95,495.74,0.11,0.1,1902.13,A,2012.01,1,08-12-2010 10:14,LUNCH BAG CARS BLUE,2,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12923,2,184,612.90,306.45,0.01,0.1,121.58,D,64.48,1,14-11-2010 13:16,BABY BOOM RIBBONS ,26,D,Low,1,WINBACK,Reactivate: 20% comeback code
12924,8,337,1535.70,191.96,0.02,0.1,166.33,C,-58.46,1,11-11-2010 15:21,ANTIQUE SILVER TEA GLASS ETCHED,29,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12926,4,314,1548.46,387.12,0.01,0.1,180.00,C,177.69,1,24-10-2010 15:57,PIG KEYRING WITH LIGHT & SOUND ,47,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12928,7,171,2242.19,320.31,0.04,0.1,478.60,B,459.18,1,26-11-2010 15:53,LUNCH BAG CARS BLUE,14,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12931,42,357,50291.38,1197.41,0.12,0.1,5141.84,A,5532.46,1,24-11-2010 10:09,SMALL POPCORN HOLDER,16,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12932,8,128,1698.56,212.32,0.06,0.1,484.36,B,517.76,1,18-06-2010 14:22,PINK PAISLEY ROSE GIFT WRAP,175,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12933,5,349,1079.50,215.90,0.01,0.1,112.90,D,-108.66,1,24-11-2010 17:11,FELTCRAFT BUTTERFLY HEARTS,16,D,Low,1,WINBACK,Reactivate: 20% comeback code
12935,8,231,2083.16,260.40,0.03,0.1,329.16,B,245.52,1,29-11-2010 13:55,FELTCRAFT HAIRBAND PINK AND PURPLE,11,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12937,5,273,1593.34,318.67,0.02,0.1,213.03,C,146.24,1,02-09-2010 16:01,BEADED CRYSTAL HEART BLUE SMALL,99,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12939,12,317,13683.00,1140.25,0.04,0.1,1575.49,A,2281.75,1,25-11-2010 14:50,KNITTED UNION FLAG HOT WATER BOTTLE,15,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12943,2,47,496.50,248.25,0.04,0.1,385.58,B,402.10,0,30-05-2010 13:52,"GARLAND, MAGIC GARDEN 1.8M",194,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12948,2,6,252.48,126.24,0.33,0.1,1535.92,A,3689.67,0,09-12-2009 11:46,SUKI  SHOULDER BAG,366,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12949,14,353,11359.48,811.39,0.04,0.1,1174.56,A,1611.92,1,22-11-2010 15:45,ANTIQUE GLASS PEDESTAL BOWL,18,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12951,9,311,2149.65,238.85,0.03,0.1,252.29,C,102.00,1,18-11-2010 12:11,SET OF 6 T-LIGHTS TOADSTOOLS,22,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12956,3,39,413.82,137.94,0.08,0.1,387.29,B,634.35,0,24-01-2010 10:33,RED LOVE HEART SHAPE CUP,320,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
12957,5,186,4689.43,937.89,0.03,0.1,920.24,A,1365.64,1,16-06-2010 08:55,CLOTHES PEGS RETROSPOT PACK 24 ,177,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12958,2,182,539.49,269.75,0.01,0.1,108.19,D,11.06,1,04-11-2010 16:16,"KEY FOB , BACK DOOR ",36,D,Low,1,WINBACK,Reactivate: 20% comeback code
12960,4,247,1322.07,330.52,0.02,0.1,195.37,C,147.97,1,22-10-2010 09:31,SET OF 20 VINTAGE CHRISTMAS NAPKINS,49,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12963,5,153,1744.96,348.99,0.03,0.1,416.28,B,413.14,1,09-12-2010 09:14,BLUE STRIPE CERAMIC DRAWER KNOB,1,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12967,2,11,2646.02,1323.01,0.18,0.1,8779.98,A,3697.56,0,03-12-2010 09:49,SET/3 RED GINGHAM ROSE STORAGE BOX,7,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12970,6,354,1072.73,178.79,0.02,0.1,110.61,D,-153.44,1,24-11-2010 13:08,JUMBO BAG CHARLIE AND LOLA TOYS,16,D,Low,1,WINBACK,Reactivate: 20% comeback code
12971,33,357,4782.88,144.94,0.09,0.1,489.01,B,362.93,1,08-12-2010 16:21,SILVER HANGING T-LIGHT HOLDER,2,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12972,4,247,1161.20,290.30,0.02,0.1,171.59,C,80.64,1,22-10-2010 08:41,WHITE HANGING HEART T-LIGHT HOLDER,49,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12975,6,296,2100.09,350.02,0.02,0.1,258.96,C,220.96,1,29-09-2010 09:46,DOORMAT WELCOME PUPPIES,72,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12976,7,286,2417.78,345.40,0.02,0.1,308.56,B,270.40,1,26-11-2010 14:51,LUNCH BAG WOODLAND,14,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12977,3,9,478.39,159.46,0.33,0.1,1940.14,A,3728.27,0,26-07-2010 12:34,FELT EGG COSY CHICKEN,137,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
12978,5,344,2502.82,500.56,0.01,0.1,265.56,C,395.06,1,19-11-2010 14:29,CHRISTMAS RETROSPOT HEART WOOD,21,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
12980,12,351,8870.88,739.24,0.03,0.1,922.47,A,1296.84,1,18-11-2010 14:31,SET OF 3 COLOURED  FLYING DUCKS,22,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12982,7,211,2354.27,336.32,0.03,0.1,407.26,B,383.27,1,10-11-2010 08:50,COLOUR GLASS. STAR T-LIGHT HOLDER,30,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12986,10,259,2729.84,272.98,0.04,0.1,384.71,B,304.96,1,07-10-2010 11:57,RED DINER WALL CLOCK,64,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
12987,3,268,753.51,251.17,0.01,0.1,102.62,D,-48.59,1,15-10-2010 13:48,NATURAL SLATE HEART CHALKBOARD ,56,D,Low,1,WINBACK,Reactivate: 20% comeback code
12989,18,304,6627.64,368.20,0.06,0.1,795.75,A,788.44,1,11-10-2010 12:36,GRAND CHOCOLATECANDLE,60,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
12990,4,201,546.00,136.50,0.02,0.1,99.15,D,-116.34,1,18-10-2010 08:56,JUMBO STORAGE BAG SUKI,53,D,Low,1,WINBACK,Reactivate: 20% comeback code
12993,4,214,844.87,211.22,0.02,0.1,144.10,D,-10.27,1,20-09-2010 13:09,TOY TIDY SPACEBOY  ,81,D,Low,1,WINBACK,Reactivate: 20% comeback code
12997,4,218,884.02,221.01,0.02,0.1,148.01,D,0.61,1,10-11-2010 12:16,WICKER STAR ,30,D,Low,1,WINBACK,Reactivate: 20% comeback code
12998,3,160,920.08,306.69,0.02,0.1,209.89,C,168.35,1,04-08-2010 08:05,MAGAZINE RACK GEBRA ASSORTED ,128,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13001,20,331,14353.28,717.66,0.06,0.1,1582.76,A,1839.89,1,31-10-2010 13:14,VINTAGE UNION JACK CUSHION COVER,40,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13002,2,18,293.18,146.59,0.11,0.1,594.50,A,1073.81,0,19-10-2010 12:23,CHOCOLATE HOT WATER BOTTLE,52,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13004,18,338,5994.94,333.05,0.05,0.1,647.38,A,607.07,1,18-11-2010 19:08,POTTERING IN THE SHED METAL SIGN,22,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13005,2,25,485.98,242.99,0.08,0.1,709.53,A,847.27,0,04-10-2010 11:07,RETROSPOT TEA SET CERAMIC 11 PC ,67,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13008,2,325,382.66,191.33,0.01,0.1,42.98,D,-216.22,1,07-11-2010 10:34,BROWN CHECK CAT DOORSTOP ,33,D,Low,1,WINBACK,Reactivate: 20% comeback code
